event_date,event_time,job_number,host_name,city,state,venue,topic,registration_max,fulfillment_percent,net_registrants,gross_registrants,fb_registrants,fb_cpr,attended_hh,walk_ins,attendance_rate,cpa,marketing_start_date,fb_days_running,fb_impressions,cpm,fb_reach,broker_dealer_account,ria_account,venue_type,venue_image_allowed,venue_disclosure_needed
2024-06-18,11:00:00,DN-023058,Adam Bruno,Cape Coral,FL,"Hampton Inn & Suites - Cape Coral/Fort Myers Area, FL",taxes_in_retirement_567,36,0.22,8,9,6,91.92,6,0,0.67,96.98,2024-06-04,10.0,28647,35.29,99800,,Evolution Wealth Ma0gement Inc.,Hotel,True,True
2023-03-02,18:00:00,DN-018542,Mark Edward Rowlette,Cohasset,MA,Paul Pratt Memorial Library,taxes_in_retirement_567,48,0.13,6,7,6,107.84,5,2,0.71,150.98,2023-02-14,9.0,56851,34.14,32400,,"AE Wealth Ma0gement, LLC",Library,True,True
2023-06-17,10:30:00,DN-020311,Matthew James Edward Goolsby,Wichita,KS,WSU Eugene M. Hughes Metropolitan Complex,taxes_in_retirement_567,48,0.13,6,6,6,215.38,3,0,0.5,434.08,2023-06-05,9.0,37920,34.08,83300,,Foundations Investment Advisors LLC,University/College,True,True
2023-10-19,18:30:00,DN-019606,Kenneth Paul Hewitt Sr.,El Paso,TX,Fairfield Inn & Suites by Marriott El Paso,taxes_in_retirement_567,24,0.21,5,6,6,103.41,0,0,0.0,,2023-10-03,10.0,27786,33.49,42700,"Vanderbilt Securities, LLC",,Hotel,True,True
2023-12-14,18:00:00,DN-021704,Troy Andrew Spooner,Allegan,MI,Allegan District Library,taxes_in_retirement_567,24,0.21,5,7,6,77.96,1,0,0.14,491.17,2023-11-28,14.0,41971,33.44,5300,"Parkland Securities, LLC",,Library,True,True
2023-11-09,18:00:00,DN-021514,Anthony J. Mampieri,Westerville,OH,The Point at Otterbein University,taxes_in_retirement_567,24,0.21,5,7,6,98.41,3,0,0.43,200.93,2023-10-24,10.0,41804,32.96,98200,,"AE Wealth Ma0gement, LLC",University/College,True,True
2025-04-07,11:00:00,122492,Jean-Paul Aime,Waterloo,WI,Karl Junginger Memorial Library,taxes_in_retirement_567,36,0.17,6,6,6,128.41,4,0,0.67,192.61,2025-03-26,8.0,59965,32.12,29937,LPL Fi0ncial LLC,"Gateway Wealth Partners, LLC",Library,True,True
2023-09-20,18:00:00,DN-021131,Jeffrey Forbes Smith,Castle Rock,CO,Miller Activity Complex,taxes_in_retirement_567,30,0.2,6,6,6,95.94,1,0,0.17,497.17,2023-09-07,11.0,56882,32.05,27000,LPL Fi0ncial LLC,Householder Group Estate and Retirement Specialists LLC,Recreation Center,True,True
2024-10-01,11:00:00,DN-024514,Matthew Kenneth Moll,Land O' Lakes,FL,Land O' Lakes Recreation Complex,taxes_in_retirement_567,24,0.46,11,13,6,83.66,5,1,0.38,140.33,2024-09-17,7.0,26179,31.96,46400,,,Recreation Center,True,True
2023-09-20,13:00:00,DN-021110,Clifton Anthony Ross,Hopkins,MN,Hopkins Library,taxes_in_retirement_567,24,0.46,11,13,6,125.21,5,0,0.38,148.07,2023-09-06,9.0,35348,31.88,88100,,Belpointe Asset Ma0gement LLC,Library,True,True
2023-03-22,11:00:00,DN-018406,Shea Swenson,Payson,UT,Peteetneet Museum and Cultural Arts Center,social_security_567,24,0.17,4,5,6,79.36,3,0,0.6,132.27,2023-03-08,10.0,33508,30.79,9500,,,Museum,True,True
2025-04-03,18:00:00,118420,John Gardner,Redding,CA,Shasta College Downtown Campus,taxes_in_retirement_567,36,0.22,8,10,6,88.65,1,0,0.1,770.87,2025-03-19,10.0,63468,30.73,47653,0,MariPau Wealth Ma0gement LLC,Community College,True,True
2023-07-12,18:30:00,DN-018258,0te Joseph Miller,Topeka,KS,Oakland Community Center,taxes_in_retirement_567,24,0.13,3,6,6,101.99,3,0,0.5,205.73,2023-06-28,12.0,53535,30.48,40100,,"AE Wealth Ma0gement, LLC",Community Center,True,True
2024-11-14,18:00:00,DN-023404,Shea Swenson,Farmington,UT,Weber State Farmington Station,social_security_567,24,0.29,7,7,6,74.71,5,0,0.71,102.0,2024-10-31,12.0,39419,30.33,12000,,,University/College,True,True
2024-01-10,18:00:00,DN-020563,Shea Swenson,Santaquin,UT,Santaquin City Hall,taxes_in_retirement_567,24,0.17,4,7,6,83.38,1,0,0.14,549.3,2023-12-27,14.0,45206,29.51,7400,,,Community Center,True,True
2023-09-19,18:00:00,DN-020940,Melissa Hope Matson,Henderson,NV,The Revere Golf Club,estate_planning_567,36,0.58,21,27,6,66.81,8,0,0.3,41.63,2023-09-05,5.0,27271,29.4,64100,,Melissa Matson LLC,Golf Course,True,True
2023-09-19,11:00:00,DN-020940,Melissa Hope Matson,Henderson,NV,The Revere Golf Club,estate_planning_567,36,0.97,35,38,6,66.81,25,1,0.66,18.75,2023-09-05,5.0,27271,29.4,64100,,Melissa Matson LLC,Golf Course,True,True
2023-12-05,18:30:00,DN-021698,Esai James Ferguson,Estero,FL,Estero Recreation Center,social_security_567,18,0.44,8,11,6,49.55,1,2,0.09,393.63,2023-11-20,11.0,22685,28.39,46300,,,Recreation Center,True,True
2023-11-16,11:00:00,DN-018272,0te Joseph Miller,Lawrence,KS,Cider Gallery,taxes_in_retirement_567,24,0.25,6,9,6,118.6,5,0,0.56,225.35,2023-11-02,9.0,33693,28.16,26100,,"AE Wealth Ma0gement, LLC",Art Gallery,True,True
2024-03-19,18:00:00,DN-022089,Matthew L. Kuhns,Sterling,VA,Claude Moore Recreation Center,taxes_in_retirement_567,36,0.56,20,21,6,114.48,11,0,0.52,117.94,2024-03-04,11.0,65292,28.05,87900,LPL Fi0ncial LLC,,Community Center,True,True
2024-04-11,18:00:00,DN-022959,Curtis Gordon Macomber,Ocean Pines,MD,Ocean Pines Community Center,taxes_in_retirement_567,24,0.25,6,6,6,81.15,0,0,0.0,,2024-03-25,15.0,61740,27.6,21100,,"Brookstone Wealth Advisors, LLC",Community Center,True,True
2024-11-01,11:00:00,DN-023246,Bradley Stephen Senita,Lancaster,OH,Lancaster Fairfield County Chamber of Commerce,taxes_in_retirement_567,24,0.21,5,6,6,73.62,2,0,0.33,279.48,2024-10-16,10.0,48027,27.59,17800,,Royal Oak Fi0ncial Group,Chamber of Commerce,True,True
2023-10-05,18:30:00,DN-018757,Shea Swenson,Bountiful,UT,South Davis Recreation Center,social_security_567,24,0.25,6,7,6,48.34,3,1,0.43,97.97,2023-09-18,13.0,29925,27.46,22400,,,Recreation Center,True,True
2024-05-09,18:00:00,DN-023551,Tiffany Anne Welka,Canton,MI,Canton High School,taxes_in_retirement_567,24,0.33,8,8,6,65.5,3,0,0.38,139.88,2024-05-01,9.0,63452,26.84,70900,Purshe Kaplan Sterling Investments,Coppell Advisory Solutions LLC,Public Schools,True,True
2024-08-13,11:00:00,DN-023280,Shea Swenson,American Fork,UT,American Fork Library,taxes_in_retirement_567,24,0.29,7,7,6,92.61,5,0,0.71,125.56,2024-07-30,10.0,31143,26.76,0,,,Library,True,True
2024-08-12,14:00:00,DN-024145,Jason Christopher Lee,Sunbury,OH,The Community Library,taxes_in_retirement_567,46,0.15,7,8,6,119.45,3,0,0.38,302.01,2024-07-29,8.0,27445,26.11,10400,"Parkland Securities, LLC",SPC,Library,True,True
2023-05-16,13:00:00,DN-018673,Shea Swenson,Springville,UT,Springville Library,social_security_567,36,0.17,6,8,6,66.73,4,0,0.5,116.78,2023-05-02,13.0,53715,26.09,20200,,,Library,True,True
2024-04-02,11:00:00,DN-022558,Samuel Josiah Dixon,Lakewood Ranch,FL,Lakewood Ranch Town Hall,social_security_567,30,0.4,12,19,6,64.6,4,0,0.21,213.75,2024-03-19,11.0,42281,25.97,67000,,"AE Wealth Ma0gement, LLC",Chamber of Commerce,True,True
2023-05-09,18:30:00,DN-019000,Devin Ray Peterson,Lehi,UT,Mountainland Technical College - Lehi Campus,estate_planning_567,36,0.17,6,7,6,101.57,5,0,0.71,124.42,2023-04-25,16.0,84178,25.34,49600,,Brighter Retirement Advisors LLC,University/College,True,True
2025-01-22,18:00:00,118495,Mark Mercurio,Louisville,KY,Sawyer Hayes Community Center,taxes_in_retirement_567,29,0.17,5,6,6,35.11,1,0,0.17,196.13,2025-01-10,7.0,75143,25.23,55686,0,0,Community Center,True,True
2025-03-06,11:00:00,119476,Michael Foguth,Kentwood,MI,Richard L. Root Kentwood Branch Library,taxes_in_retirement_567,48,0.19,9,10,6,120.1,5,0,0.5,280.27,2025-02-20,5.0,28722,25.09,20853,0,"Foguth Wealth Ma0gement, LLC.",Library,True,True
2025-01-27,18:00:00,120224,Troy Bolton,Louisville,KY,University of Louisville - Shelby Campus,taxes_in_retirement_567,36,0.47,17,18,6,91.72,10,0,0.56,114.23,2025-01-13,7.0,52625,24.4,39185,0,0,Business/Conference Center,True,True
2023-08-08,18:00:00,DN-020097,Jo0than Ray Zweifel,Anthem,AZ,Anthem Civic Building,estate_planning_567,24,0.25,6,7,6,100.5,2,0,0.29,270.58,2023-07-25,9.0,41601,24.16,20100,,,Municipal Building,True,True
2024-06-12,11:00:00,DN-022435,Bradley D Vey,Byron Center,MI,Byron Township Community Center,taxes_in_retirement_567,36,0.19,7,8,6,95.97,6,0,0.75,120.93,2024-05-29,12.0,65580,23.42,43100,,,Community Center,True,True
2024-07-15,14:00:00,DN-024220,Jean-Paul Anthony Aime,Appleton,WI,Fox Valley Technical College - D.J. Bordini Center,taxes_in_retirement_567,24,0.29,7,7,6,125.23,5,0,0.71,155.85,2024-07-01,11.0,80664,23.29,38900,LPL Fi0ncial LLC,"Gateway Wealth Partners, LLC",Tech School,True,True
2024-03-21,18:30:00,DN-021927,Carter Michael Brower,Rockwall,TX,Rockwall Area Chamber of Commerce Building,social_security_567,36,0.42,15,15,6,54.53,7,1,0.47,109.04,2024-03-05,13.0,57390,22.8,52300,,,Chamber of Commerce,True,True
2024-10-01,11:00:00,DN-024649,Rodney Charles Peters,Lewis Center,OH,Delaware County District Library: Orange Branch,social_security_567,24,0.21,5,8,6,63.83,4,0,0.5,112.77,2024-09-17,12.0,51534,22.29,29400,,Peters Wealth Group,Library,True,True
2024-05-06,18:00:00,DN-023131,Steven Bosworth,Odessa,FL,Keystone Park & Recreation Center,social_security_567,24,0.29,7,7,6,35.92,6,0,0.86,44.72,2024-04-22,8.0,26085,22.03,54000,,,Recreation Center,True,True
2025-02-06,11:00:00,118715,Brad Senita,Lancaster,OH,Ohio University - Lancaster Campus,taxes_in_retirement_567,24,0.25,6,6,6,188.73,3,0,0.5,376.45,2025-01-20,14.0,133308,21.24,89592,0,Royal Oak Fi0ncial Group,University/College,True,True
2024-03-14,11:00:00,DN-022896,Thomas D O'Brien,Harrison City,PA,Penn Area Library,taxes_in_retirement_567,30,0.17,5,7,6,76.97,4,0,0.57,123.86,2024-02-27,15.0,105763,20.38,29500,,,Library,True,True
2024-06-24,11:00:00,DN-023781,AJ Jaywant,Punta Gorda,FL,Punta Gorda Charlotte Library,taxes_in_retirement_567,24,1.0,24,25,6,0.0,18,0,0.72,11.28,,,0,,45300,,,Library,True,True
2023-09-29,11:00:00,DN-019083,Diron Michael Insley,Arlington,VA,Virginia Tech Executive Briefing Center,taxes_in_retirement_567,65,0.58,38,48,7,150.87,26,0,0.54,46.54,2023-09-18,5.0,17979,58.74,261900,,,Business/Conference Center,True,True
2024-12-04,14:00:00,118148,Anthony Landi,Palm Harbor,FL,Palm Harbor Library,taxes_in_retirement_567,48,0.13,6,8,7,127.63,2,0,0.25,388.01,2024-11-25,8.0,56183,43.16,42315,0,Sterling Bridge Fi0ncial Group LLC,Library,True,True
2023-09-26,18:00:00,DN-020500,Sean Patrick McDermott,Maplewood,MN,Wakefield Park Community Building,taxes_in_retirement_567,60,0.13,8,12,7,162.82,5,1,0.42,239.95,2023-09-12,7.0,26896,42.38,109400,LPL Fi0ncial LLC,Summit Investment Advisory Services,Community Center,True,True
2023-06-08,11:00:00,DN-018171,Kurt E. Stahl,Lakewood Ranch,FL,Lakewood Ranch Town Hall,taxes_in_retirement_567,36,0.14,5,9,7,94.63,3,0,0.33,229.81,2023-05-25,11.0,40266,39.95,54000,,"AE Wealth Ma0gement, LLC",Chamber of Commerce,True,True
2023-11-02,18:00:00,DN-021077,Matthew Seppanen,Park City,UT,Park City Library,taxes_in_retirement_567,24,0.29,7,7,7,60.68,2,0,0.29,203.9,2023-10-19,14.0,36681,39.7,21600,,Newpark Wealth Ma0gement,Library,True,True
2024-09-30,11:00:00,DN-024661,Thomas Andersen III,Marco Island,FL,Marco Island Library,taxes_in_retirement_567,24,0.38,9,10,7,92.62,5,0,0.5,269.16,2024-09-16,12.0,40915,38.48,8900,,Bison Advisors,Library,True,True
2023-10-18,11:00:00,DN-021522,Paul M. Bailley,Greenville,SC,Augusta Road | Ramsey Family Branch Library,taxes_in_retirement_567,36,0.22,8,8,7,113.44,1,0,0.13,751.36,2023-10-09,8.0,40168,36.71,81100,,Regal Investment Advisors LLC,Library,True,True
2023-04-12,11:00:00,DN-019021,Abe Ashton,St. George,UT,Atwood Innovation Plaza at UT,taxes_in_retirement_567,24,0.21,5,7,7,109.24,2,0,0.29,382.34,2023-03-28,15.0,49416,35.37,42200,,,Community College,True,True
2023-12-06,11:00:00,DN-021810,Paul M. Bailley,Greer,SC,Greer Library | Jean M. Smith Branch,taxes_in_retirement_567,36,0.31,11,13,7,79.87,11,2,0.85,74.0,2023-11-20,11.0,38519,35.25,42000,,Regal Investment Advisors LLC,Library,True,True
2023-09-20,18:00:00,DN-021048,Anthony J. Mampieri,Westerville,OH,The Point at Otterbein University,taxes_in_retirement_567,24,0.54,13,17,7,111.12,7,0,0.41,131.08,2023-09-04,14.0,54832,34.45,93700,,"AE Wealth Ma0gement, LLC",University/College,True,True
2023-12-07,18:00:00,DN-020499,Sean Patrick McDermott,Mounds View,MN,Mounds View Community Center,taxes_in_retirement_567,35,0.14,5,7,7,84.27,3,0,0.43,192.68,2023-11-21,13.0,59470,34.01,109800,LPL Fi0ncial LLC,Summit Investment Advisory Services,Community Center,True,True
2023-10-23,18:00:00,DN-018708,Shea Swenson,Spanish Fork,UT,Spanish Fork Library,taxes_in_retirement_567,24,0.25,6,8,7,83.13,4,0,0.5,151.15,2023-10-09,7.0,24746,33.59,23600,,,Library,True,True
2023-05-09,14:00:00,DN-019410,Alexander Strachan Hackley Jr.,Parker,CO,Parker Arts Culture and Events Center,taxes_in_retirement_567,36,0.17,6,6,7,78.23,4,0,0.67,106.68,2023-04-21,14.0,69910,33.57,53500,LifeMark Securities Corp.,LifeMark Securities Corp.,Art Center/Theatre,True,True
2023-10-26,18:00:00,DN-021569,Jeffrey Forbes Smith,Castle Rock,CO,DCL - Philip S Miller - Castle Rock Branch,taxes_in_retirement_567,26,0.19,5,7,7,98.12,3,0,0.43,228.94,2023-10-17,11.0,35180,33.47,31700,LPL Fi0ncial LLC,Householder Group Estate and Retirement Specialists LLC,Library,True,True
2024-06-06,11:00:00,DN-023699,Marty Camelio Guzman,Glendale,AZ,Foothills Library,taxes_in_retirement_567,48,0.38,18,22,7,129.94,11,0,0.5,147.5,2024-05-23,3.0,27291,33.33,124000,,"AE Wealth Ma0gement, LLC",Library,True,True
2023-02-22,18:00:00,DN-017243,Patrick Keith Riley,Harrisburg,NC,Harrisburg Town Hall Municipal Complex,taxes_in_retirement_567,24,0.42,10,11,7,80.01,7,0,0.64,91.89,2023-02-06,12.0,46309,32.83,46200,,Optimal Planning LLC,Municipal Building,True,True
2025-04-21,11:00:00,120008,Myles Overstreet,Kaysville,UT,Davis County Library- Kaysville Branch,taxes_in_retirement_567,24,0.29,7,7,7,103.57,4,0,0.57,181.24,2025-04-09,8.0,41365,32.55,31968,0,New Millennium Group,Library,True,True
2024-05-15,18:00:00,DN-022951,Curtis Gordon Macomber,Bethany Beach,DE,Bethany Beach Ocean Suites Residence Inn,taxes_in_retirement_567,24,0.25,6,8,7,82.94,4,0,0.5,148.59,2024-05-01,14.0,43706,32.26,17400,,"Brookstone Wealth Advisors, LLC",Hotel,True,True
2023-04-17,11:00:00,DN-018401,Shea Swenson,Payson,UT,Peteetneet Museum and Cultural Arts Center,taxes_in_retirement_567,24,0.25,6,8,7,80.59,5,0,0.63,107.46,2023-04-03,11.0,37528,32.21,12700,,,Museum,True,True
2024-04-24,11:00:00,DN-023186,Andrew James Hoffmeyer,Tim0th,CO,Tim0th Town Center (Town of Tim0th),taxes_in_retirement_567,24,0.21,5,7,7,95.58,2,0,0.29,477.9,2024-04-10,8.0,29761,32.12,0,,"CWM, LLC (Carson Wealth Ma0gement Group)",Municipal Building,True,True
2023-11-30,18:00:00,DN-021098,Sean Patrick McDermott,Andover,MN,Bunker Hills Activities Center,taxes_in_retirement_567,36,0.14,5,7,7,76.42,1,0,0.14,496.09,2023-11-15,10.0,54787,32.08,60000,LPL Fi0ncial LLC,Summit Investment Advisory Services,Community Center,True,True
2024-11-19,14:00:00,DN-022284,0te Joseph Miller,Lawrence,KS,Sports Pavilion Lawrence,taxes_in_retirement_567,24,0.33,8,11,7,111.03,4,0,0.36,241.89,2024-11-05,13.0,49159,31.62,20900,,"AE Wealth Ma0gement, LLC",Recreation Center,True,True
2024-11-21,14:00:00,DN-022284,0te Joseph Miller,Lawrence,KS,Sports Pavilion Lawrence,taxes_in_retirement_567,24,0.38,9,9,7,111.03,5,0,0.56,158.32,2024-11-05,13.0,49159,31.62,20900,,"AE Wealth Ma0gement, LLC",Recreation Center,True,True
2024-03-21,18:00:00,DN-022870,Curtis Gordon Macomber,Bethany Beach,DE,Bethany Beach Ocean Suites Residence Inn,taxes_in_retirement_567,24,0.21,5,7,7,86.86,4,0,0.57,128.03,2024-03-06,11.0,44222,31.43,15500,,"Brookstone Wealth Advisors, LLC",Hotel,True,True
2023-03-14,11:00:00,DN-019017,Gregory Scott Scheider,South Barrington,IL,The South Barrington Club,taxes_in_retirement_567,48,0.21,10,12,7,105.22,4,0,0.33,242.01,2023-02-23,11.0,60269,31.43,74500,Triad Advisors LLC,,Recreation Center,True,True
2023-04-17,12:30:00,DN-017926,Jason Christopher Lee,New Albany,OH,Columbus Metropolitan Library - New Albany Branch,taxes_in_retirement_567,36,0.19,7,8,7,108.63,5,0,0.63,144.24,2023-04-03,14.0,63217,30.93,52000,"Parkland Securities, LLC",SPC,Library,True,True
2024-06-04,14:00:00,DN-023240,Bradley Stephen Senita,Dublin,OH,Columbus Metropolitan Library - Dublin Branch,taxes_in_retirement_567,36,0.28,10,14,7,106.99,7,0,0.5,136.31,2024-05-21,11.0,51897,30.92,80500,,,Library,True,True
2023-03-22,13:00:00,DN-018406,Shea Swenson,Payson,UT,Peteetneet Museum and Cultural Arts Center,social_security_567,24,0.29,7,8,7,79.36,4,0,0.5,158.72,2023-03-08,10.0,33508,30.79,9500,,,Museum,True,True
2024-04-24,14:00:00,DN-020518,Amy Christine Novakovich,Fort Myers,FL,Florida SouthWestern State College - Lee Campus,taxes_in_retirement_567,24,0.33,8,8,7,77.25,4,0,0.5,140.21,2024-04-10,13.0,58036,30.62,98600,,"Nova Wealth Ma0gement, Inc.",University/College,True,True
2024-12-11,11:00:00,118177,Michael Foguth,Grandville,MI,Kent District Library - Grandville Branch,taxes_in_retirement_567,36,0.22,8,11,7,98.15,5,0,0.45,167.95,2024-11-25,8.0,44915,30.59,33333,0,"Foguth Wealth Ma0gement, LLC.",Library,True,True
2024-05-22,11:00:00,DN-023515,Marcus George Warren,Louisville,KY,University of Louisville - Shelby Campus,taxes_in_retirement_567,36,0.22,8,13,7,133.05,4,0,0.31,274.96,2024-05-08,11.0,52420,30.46,96300,,Warren Wealth Ma0gement & Tax Planning Inc.,Business/Conference Center,True,True
2023-11-29,18:00:00,DN-021703,Troy Andrew Spooner,Allendale Charter Township,MI,Allendale Twp Library,taxes_in_retirement_567,24,0.29,7,7,7,85.74,3,0,0.43,181.87,2023-11-16,11.0,28151,30.46,9600,"Parkland Securities, LLC",,Library,True,True
2023-06-29,18:30:00,DN-019882,Rick O'Neal,Olathe,KS,Olathe Indian Creek Library,taxes_in_retirement_567,24,0.42,10,11,7,86.24,4,0,0.36,184.46,2023-06-13,15.0,59521,30.43,101600,"Madison Avenue Securities, LLC","Madison Avenue Securities, LLC",Library,True,True
2023-09-21,18:00:00,DN-020279,Justin Lea Dean,Hickory,NC,Catawba Valley Community College (X),taxes_in_retirement_567,19,0.42,8,9,7,74.44,3,0,0.33,204.7,2023-09-05,13.0,53890,30.39,40600,,AlphaStar Capital Ma0gement,Community College,True,True
2024-03-19,11:00:00,DN-021977,Paul M. Bailley,Simpsonville,SC,Greenville County Library System -Five Forks Branch Library,taxes_in_retirement_567,36,0.19,7,9,7,124.86,3,0,0.33,335.44,2024-03-04,14.0,61867,30.27,52600,,Regal Investment Advisors LLC,Library,True,True
2024-06-25,18:00:00,DN-023812,Eric Alexander Cooper,Plaistow,NH,Plaistow Public Library,taxes_in_retirement_567,31,0.26,8,10,7,78.6,4,0,0.4,156.05,2024-06-11,12.0,46759,30.26,37900,,,Library,True,True
2023-09-05,18:30:00,DN-020264,Ro0ld Scott Tetley,Fairlawn,OH,Fairlawn Kiwanis Community Center,taxes_in_retirement_567,72,0.1,7,8,7,115.14,3,0,0.38,268.66,2023-08-22,5.0,26909,29.95,41100,Belpointe Asset Ma0gement LLC,Belpointe Asset Ma0gement LLC,Community Center,True,True
2024-09-18,11:00:00,DN-023446,Paul M. Bailley,Simpsonville,SC,Simpsonville Library | Hendricks Branch,taxes_in_retirement_567,36,0.25,9,10,7,86.9,5,0,0.5,171.62,2024-09-02,10.0,49755,29.69,41100,,Regal Investment Advisors LLC,Library,True,True
2024-05-08,17:00:00,DN-023842,Raymond A Panquerne III,Gonzales,LA,River Parishes Community College Gonzales,taxes_in_retirement_567,36,0.22,8,8,7,75.75,4,0,0.5,132.16,2024-04-24,13.0,61292,29.66,20200,,Level Four Advisory Services,Community College,True,True
2023-05-24,11:00:00,DN-019818,Andrew J Klein,Fitchburg,WI,Fitchburg Community Center,taxes_in_retirement_567,24,0.13,3,8,7,91.56,2,0,0.25,322.79,2023-05-09,14.0,64918,29.62,53600,LPL Fi0ncial LLC,"Gateway Wealth Partners, LLC",Community Center,True,True
2024-05-09,11:00:00,DN-023079,Bradley D Vey,Brighton,MI,The 2|42 Community Center Brighton,taxes_in_retirement_567,30,0.27,8,8,7,115.0,5,0,0.63,146.69,2024-04-23,14.0,55093,29.22,27000,,,Church,True,True
2024-05-07,18:00:00,DN-023079,Bradley D Vey,Brighton,MI,The 2|42 Community Center Brighton,taxes_in_retirement_567,30,0.37,11,12,7,115.0,6,0,0.5,183.37,2024-04-23,14.0,55093,29.22,27000,,,Church,True,True
2023-12-06,18:00:00,DN-021275,Brandon Michael Domenick,Wexford,PA,Pine Community Center,social_security_567,36,0.25,9,9,7,67.07,5,0,0.56,240.25,2023-11-22,13.0,34491,29.17,27600,,"AE Wealth Ma0gement, LLC",Community Center,True,True
2023-04-20,11:00:00,DN-018177,Jordan Flowers,Buffalo Grove,IL,Alcott Center,taxes_in_retirement_567,36,0.28,10,12,7,126.95,7,0,0.58,143.02,2023-04-04,10.0,65497,29.07,104100,,Brookstone Capital Ma0gement LLC,Recreation Center,True,True
2024-02-21,11:00:00,DN-021809,Amy Christine Novakovich,Fort Myers,FL,Florida SouthWestern State College - Lee Campus,taxes_in_retirement_567,24,0.38,9,13,7,71.47,7,0,0.54,126.59,2024-02-07,6.0,42138,28.84,90700,,"Nova Wealth Ma0gement, Inc.",University/College,True,True
2024-09-23,11:00:00,DN-024512,Victor Jerome Gray,Cincin0ti,OH,Schuler Community Room,taxes_in_retirement_567,24,0.33,8,10,7,83.36,6,0,0.6,112.67,2024-09-09,9.0,43428,28.79,65700,,AlphaStar Capital Ma0gement,Community Center,True,True
2023-11-29,18:30:00,DN-021698,Esai James Ferguson,Estero,FL,Estero Recreation Center,social_security_567,18,0.17,3,7,7,49.55,0,0,0.0,,2023-11-20,11.0,22685,28.39,46300,,,Recreation Center,True,True
2023-10-17,11:00:00,DN-018741,Shea Swenson,Riverton,UT,Riverton Library,estate_planning_567,24,0.21,5,7,7,80.05,2,0,0.29,268.98,2023-10-02,13.0,68066,28.23,67900,,,Library,True,True
2023-11-14,18:30:00,DN-020477,Wesley Wayne Warren,Grapevine,TX,Grapevine Chamber of Commerce,social_security_567,31,0.42,13,17,7,79.89,5,0,0.29,175.77,2023-10-31,16.0,49675,27.34,72700,,"Fi0ncial Security Services Group, Inc.",Chamber of Commerce,True,True
